번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
7207,인천광역시 서구청,,인천광역시 서구 백석동 산 33-5,생활방범,3,0,,0,,032-560-4584,37.5640162,126.67187,2024-01-22
7208,인천광역시 서구청,인천광역시 서구 청마로 76-5,인천광역시 서구 당하동 1087-13,생활방범,3,0,,0,,032-560-4584,37.5645862,126.67148,2024-01-22
7209,인천광역시 서구청,,인천광역시 서구 마전동 999-6,생활방범,3,0,,0,,032-560-4584,37.5845996,126.66895,2024-01-22
7210,인천광역시 서구청,인천광역시 서구 마전로99번길 10,인천광역시 서구 마전동 1136,생활방범,4,0,,0,,032-560-4584,37.5876054,126.66764,2024-01-22
7211,인천광역시 서구청,인천광역시 서구 가정로47번길 34,인천광역시 서구 가좌동 150-51,생활방범,4,0,,0,,032-560-4584,37.5973884,126.66759,2024-01-22
7212,인천광역시 서구청,인천광역시 서구 길주로44번길 1,인천광역시 서구 석남동 222-45,생활방범,4,0,,0,,032-560-4584,37.6104782,126.66706,2024-01-22
7213,인천광역시 서구청,인천광역시 서구 염곡로327번길 34,인천광역시 서구 신현동 134-24,생활방범,3,0,,0,,032-560-4584,37.4891291,126.66804,2024-01-22
7214,인천광역시 서구청,인천광역시 서구 북항로193번길 76,인천광역시 서구 원창동 393-190,생활방범,3,0,,0,,032-560-4584,37.5064787,126.62665,2024-01-22
7215,인천광역시 서구청,인천광역시 서구 북항로193번길 66,인천광역시 서구 원창동 393-11,생활방범,4,0,,0,,032-560-4584,37.5165591,126.62669,2024-01-22
7216,인천광역시 서구청,인천광역시 서구 북항로32번안길 5,인천광역시 서구 원창동 381-54,생활방범,3,0,,0,,032-560-4584,37.4995463,126.64603,2024-01-22
7217,인천광역시 서구청,,인천광역시 서구 가좌동 461-18,생활방범,3,0,,0,,032-560-4584,37.5006839,126.68716,2024-01-22
7218,인천광역시 서구청,인천광역시 서구 원적로124번길 22,인천광역시 서구 가좌동 81-25,생활방범,3,0,,0,,032-560-4584,37.5074131,126.68682,2024-01-22
7219,인천광역시 서구청,인천광역시 서구 가정로 104-11,인천광역시 서구 가좌동 145-8,생활방범,2,0,,0,,032-560-4584,37.4818168,126.67196,2024-01-22
7220,인천광역시 서구청,인천광역시 서구 가정로190번길 12-14,인천광역시 서구 석남동 575-32,생활방범,2,0,,0,,032-560-4584,37.495831,126.67325,2024-01-22
7221,인천광역시 서구청,인천광역시 서구 가정로294번길 13-5,인천광역시 서구 석남동 458-7,어린이보호,3,0,,0,,032-560-4584,37.4940157,126.67408,2024-01-22
7222,인천광역시 서구청,인천광역시 서구 신현로 29-1,인천광역시 서구 신현동 285-39,생활방범,3,0,,0,,032-560-4584,37.5019729,126.67208,2024-01-22
7223,인천광역시 서구청,,인천광역시 서구 심곡동 152-10,생활방범,3,0,,0,,032-560-4584,37.5115574,126.67251,2024-01-22
7224,인천광역시 서구청,인천광역시 서구 심곡로8번길 3-13,인천광역시 서구 심곡동 339-15,생활방범,2,0,,0,,032-560-4584,37.5161739,126.67106,2024-01-22
7225,인천광역시 서구청,,인천광역시 서구 불로동 64-2,다목적,2,0,,0,,032-560-4584,37.5398556,126.68087,2024-01-22
7226,인천광역시 서구청,,인천광역시 서구 불로동 64-2,다목적,2,0,,0,,032-560-4584,37.5420703,126.68119,2024-01-22
7227,인천광역시 서구청,,인천광역시 서구 불로동 64-2,다목적,2,0,,0,,032-560-4584,37.616769,126.68075,2024-01-22
7228,인천광역시 서구청,,인천광역시 서구 불로동 801-2,다목적,3,0,,0,,032-560-4584,37.6162406,126.68816,2024-01-22
7229,인천광역시 서구청,,인천광역시 서구 불로동 803-5,다목적,3,0,,0,,032-560-4584,37.6163385,126.68984,2024-01-22
7230,인천광역시 서구청,,인천광역시 서구 불로동 802-6,다목적,3,0,,0,,032-560-4584,37.6116326,126.68923,2024-01-22
7231,인천광역시 서구청,,인천광역시 서구 불로동 802-6,다목적,3,0,,0,,032-560-4584,37.6129998,126.68893,2024-01-22
7232,인천광역시 서구청,,인천광역시 서구 불로동 802-5,다목적,3,0,,0,,032-560-4584,37.6131919,126.68878,2024-01-22
7233,인천광역시 서구청,,인천광역시 서구 불로동 802-6,다목적,3,0,,0,,032-560-4584,37.6128465,126.68903,2024-01-22
7234,인천광역시 서구청,,인천광역시 서구 불로동 802-6,다목적,3,0,,0,,032-560-4584,37.6126501,126.68923,2024-01-22
7235,인천광역시 서구청,,인천광역시 서구 불로동 802-6,다목적,3,0,,0,,032-560-4584,37.6126508,126.68936,2024-01-22
7236,인천광역시 서구청,,인천광역시 서구 가정동 608-5,다목적,4,0,,0,,032-560-4584,37.6131919,126.66695,2024-01-22
7237,인천광역시 서구청,,인천광역시 서구 가정동 608-5,다목적,4,0,,0,,032-560-4584,37.612985,126.66674,2024-01-22
7238,인천광역시 서구청,,인천광역시 서구 가정동 610-8,다목적,3,0,,0,,032-560-4584,37.529794,126.66499,2024-01-22
7239,인천광역시 서구청,,인천광역시 서구 가정동 610-8,다목적,3,0,,0,,032-560-4584,37.5286052,126.66399,2024-01-22
7240,인천광역시 서구청,인천광역시 서구 신석로121번길 19,인천광역시 서구 석남동 464-10,생활방범,3,0,,0,,032-560-4584,37.5281373,126.6756,2024-01-22
7241,인천광역시 서구청,,인천광역시 서구 석남동 203-13,다목적,4,0,,0,,032-560-4584,37.5283778,126.66383,2024-01-22
7242,인천광역시 서구청,,인천광역시 서구 석남동 203-13,다목적,4,0,,0,,032-560-4584,37.511566,126.66307,2024-01-22
7243,인천광역시 서구청,,인천광역시 서구 석남동 203-13,다목적,4,0,,0,,032-560-4584,37.5097784,126.66305,2024-01-22
7244,인천광역시 서구청,인천광역시 서구 단봉로128번길 17,인천광역시 서구 오류동 1715-6,생활방범,3,0,,0,,032-560-4584,37.5113824,126.63535,2024-01-22
7245,인천광역시 서구청,인천광역시 서구 봉오재3로 90,인천광역시 서구 가정동 619-1,교통단속,3,0,,0,,032-560-4584,37.52736964,126.6691778,2025-10-22
7246,인천광역시 서구청,인천광역시 서구 거북로 100,인천광역시 서구 석남동 576-48,교통단속,3,0,,0,,032-560-4584,37.50309847,126.672985,2025-10-22
7247,인천광역시 서구청,인천광역시 서구 거북로 122,인천광역시 서구 석남동 572-1,교통단속,4,0,,0,,032-560-4584,37.50304585,126.675143,2025-10-22
7248,인천광역시 서구청,인천광역시 서구 이음5로 15,인천광역시 서구 원당동 1022,교통단속,4,0,,0,,032-560-4584,37.59393551,126.7077042,2025-10-22
7249,인천광역시 서구청,인천광역시 서구 이음5로 30,인천광역시 서구 원당동 1040-3,교통단속,4,0,,0,,032-560-4584,37.59396089,126.7106934,2025-10-22
7250,인천광역시 서구청,인천광역시 서구 청라커낼로 163,인천광역시 서구 청라동 173-1,교통단속,3,0,,0,,032-560-4584,37.52652916,126.6406465,2025-10-22
7251,인천광역시 서구청,,인천광역시 서구 가정동 628,교통단속,3,0,,0,,032-560-4584,37.52957523,126.6654218,2025-10-22
7252,인천광역시 서구청,인천광역시 서구 서곶로 782,인천광역시 서구 당하동 1115-4,교통단속,4,0,,0,,032-560-4584,37.5874107,126.6753575,2025-10-22
7253,인천광역시 서구청,인천광역시 서구 서로3로 50,인천광역시 서구 당하동 1318-8,교통단속,3,0,,0,,032-560-4584,37.58291325,126.7071586,2025-10-22
7254,인천광역시 서구청,인천광역시 서구 첨단서로 188,인천광역시 서구 청라동 12-2,교통단속,3,0,,0,,032-560-4584,37.53919747,126.6155664,2025-10-22
7255,인천광역시 서구청,,인천광역시 서구 석남동 539-22,교통단속,3,0,,0,,032-560-4584,37.50622698,126.6729096,2025-10-22
7256,인천광역시 서구청,,인천광역시 서구 원창동 487-10,교통단속,3,0,,0,,032-560-4584,37.50923852,126.6470638,2025-10-22
7257,인천광역시 서구청,,인천광역시 서구 가정동 633,교통단속,3,0,,0,,032-560-4584,37.52606192,126.669466,2025-10-22
7258,인천광역시 서구청,,인천광역시 서구 원당동 1036,교통단속,3,0,,0,,032-560-4584,37.59392448,126.7170458,2025-10-22
7259,인천광역시 서구청,,인천광역시 서구 청라동 162-25,교통단속,3,0,,0,,032-560-4584,37.53245686,126.6514856,2025-10-22
7260,인천광역시 서구청,,인천광역시 서구 청라동 158-3,교통단속,3,0,,0,,032-560-4584,37.53232613,126.6454022,2025-10-22
7261,인천광역시 서구청,,인천광역시 서구 당하동 1037-3,생활방범,1,0,,0,,032-560-4584,37.5886437,126.70055,2024-01-22
7262,인천광역시 서구청,,인천광역시 서구 당하동 1025-6,생활방범,2,0,,0,,032-560-4584,37.5895035,126.69196,2024-01-22
7263,인천광역시 서구청,,인천광역시 서구 당하동 1027-15,생활방범,2,0,,0,,032-560-4584,37.5909433,126.69447,2024-01-22
7264,인천광역시 서구청,,인천광역시 서구 금곡동 724-1,생활방범,1,0,,0,,032-560-4584,37.590844,126.6521,2024-01-22
7265,인천광역시 서구청,,인천광역시 서구 금곡동 470-17,생활방범,2,0,,0,,032-560-4584,37.5926035,126.63357,2024-01-22
7266,인천광역시 서구청,인천광역시 서구 심곡로208번길 4-7,인천광역시 서구 공촌동 311-9,생활방범,2,0,,0,,032-560-4584,37.6051087,126.68253,2024-01-22
7267,인천광역시 서구청,인천광역시 서구 경서로56번길 6,인천광역시 서구 경서동 747-1,어린이보호,1,0,,0,,032-560-4584,37.614564,126.65423,2024-01-22
7268,인천광역시 서구청,,인천광역시 서구 검암동 677-2,어린이보호,1,0,,0,,032-560-4584,37.5513737,126.67261,2024-01-22
7269,인천광역시 서구청,,인천광역시 서구 검암동 93-4,생활방범,1,0,,0,,032-560-4584,37.5571645,126.68418,2024-01-22
7270,인천광역시 서구청,,인천광역시 서구 검암동 658-6,생활방범,1,0,,0,,032-560-4584,37.5564655,126.67427,2024-01-22
7271,인천광역시 서구청,,인천광역시 서구 검암동 664-9,생활방범,1,0,,0,,032-560-4584,37.5631883,126.67601,2024-01-22
7272,인천광역시 서구청,,인천광역시 서구 검암동 671-8,생활방범,1,0,,0,,032-560-4584,37.5582906,126.6737,2024-01-22
7273,인천광역시 서구청,,인천광역시 서구 가좌동 산 193-1,생활방범,1,0,,0,,032-560-4584,37.5571822,126.68865,2024-01-22
7274,인천광역시 서구청,인천광역시 서구 건지로 366,인천광역시 서구 가좌동 92-3,생활방범,2,0,,0,,032-560-4584,37.5559631,126.68234,2024-01-22
7275,인천광역시 서구청,인천광역시 서구 원적로57번길 6,인천광역시 서구 가좌동 212-32,생활방범,1,0,,0,,032-560-4584,37.4851839,126.67967,2024-01-22
7276,인천광역시 서구청,인천광역시 서구 건지로 405-1,인천광역시 서구 가좌동 27-12,생활방범,1,0,,0,,032-560-4584,37.4968777,126.68679,2024-01-22
7277,인천광역시 서구청,인천광역시 서구 신진말로14번길 33,인천광역시 서구 가좌동 262,생활방범,1,0,,0,,032-560-4584,37.4922435,126.67691,2024-01-22
7278,인천광역시 서구청,인천광역시 서구 건지로284번길 4,인천광역시 서구 가좌동 107-3,생활방범,1,0,,0,,032-560-4584,37.4955559,126.6737,2024-01-22
7279,인천광역시 서구청,인천광역시 서구 건지로250번길 118,인천광역시 서구 가좌동 579-1,생활방범,1,0,,0,,032-560-4584,37.4904849,126.66926,2024-01-22
7280,인천광역시 서구청,인천광역시 서구 가경주로40번길 15,인천광역시 서구 가정동 512-7,생활방범,2,0,,0,,032-560-4584,37.4988257,126.67488,2024-01-22
7281,인천광역시 서구청,,인천광역시 서구 연희동 737-27,생활방범,1,0,,0,,032-560-4584,37.4889909,126.67344,2024-01-22
7282,인천광역시 서구청,,인천광역시 서구 심곡동 251-22,생활방범,1,0,,0,,032-560-4584,37.5168365,126.67322,2024-01-22
7283,인천광역시 서구청,,인천광역시 서구 원당동 854-12,생활방범,1,0,,0,,032-560-4584,37.5499908,126.6994,2024-01-22
7284,인천광역시 서구청,,인천광역시 서구 연희동 727-14,생활방범,1,0,,0,,032-560-4584,37.5428297,126.6728,2024-01-22
7285,인천광역시 서구청,,인천광역시 서구 대곡동 771,생활방범,1,0,,0,,032-560-4584,37.5945685,126.65034,2024-01-22
7286,인천광역시 서구청,인천광역시 서구 승학로506번길 25-5,인천광역시 서구 검암동 620-16,어린이보호,3,0,,0,,032-560-4584,37.5098784,126.67584,2024-01-22
7287,인천광역시 서구청,인천광역시 서구 경서로14번길 61,인천광역시 서구 경서동 739,다목적,3,0,,0,,032-560-4584,37.5653896,126.65585,2024-01-22
7288,인천광역시 서구청,,인천광역시 서구 당하동 1097-1,어린이보호,1,0,,0,,032-560-4584,37.5628908,126.67374,2024-01-22
7289,인천광역시 서구청,,인천광역시 서구 당하동 1113-4,다목적,4,0,,0,,032-560-4584,37.557872,126.67649,2024-01-22
7290,인천광역시 서구청,인천광역시 서구 청마로148번길 15,인천광역시 서구 당하동 1099-4,어린이보호,5,0,,0,,032-560-4584,37.5916913,126.67893,2024-01-22
7291,인천광역시 서구청,,인천광역시 서구 마전동 1062-1,다목적,4,0,,0,,032-560-4584,37.5871619,126.67751,2024-01-22
7292,인천광역시 서구청,,인천광역시 서구 오류동 1665-2,다목적,3,0,,0,,032-560-4584,37.5908109,126.62179,2024-01-22
7293,인천광역시 서구청,인천광역시 서구 검단로501번길 44,인천광역시 서구 마전동 917-1,생활방범,3,0,,0,,032-560-4584,37.5950146,126.65836,2024-01-22
7294,인천광역시 서구청,,인천광역시 서구 불로동 773-8,다목적,1,0,,0,,032-560-4584,37.5908758,126.68431,2024-01-22
7295,인천광역시 서구청,,인천광역시 서구 연희동 741-22,생활방범,1,0,,0,,032-560-4584,37.6063312,126.67448,2024-01-22
7296,인천광역시 서구청,인천광역시 서구 건지로318번길 39,인천광역시 서구 가좌동 200,어린이보호,1,0,,0,,032-560-4584,37.6137029,126.67879,2024-01-22
7297,인천광역시 서구청,인천광역시 서구 신진말로28번길 26,인천광역시 서구 가좌동 224-2,생활방범,1,0,,0,,032-560-4584,37.5481222,126.67852,2024-01-22
7298,인천광역시 서구청,인천광역시 서구 서달로130번길 3,인천광역시 서구 석남동 109-70,생활방범,1,0,,0,,032-560-4584,37.4955014,126.6791,2024-01-22
7299,인천광역시 서구청,,인천광역시 서구 석남동 322-55,생활방범,1,0,,0,,032-560-4584,37.4913264,126.67891,2024-01-22
7300,인천광역시 서구청,인천광역시 서구 강남로 8,인천광역시 서구 석남동 479-16,어린이보호,1,0,,0,,032-560-4584,37.5101229,126.67185,2024-01-22
7301,인천광역시 서구청,인천광역시 서구 신석로 42,인천광역시 서구 석남동 189-45,어린이보호,1,0,,0,,032-560-4584,37.4999393,126.66657,2024-01-22
7302,인천광역시 서구청,,인천광역시 서구 신현동 141-8,어린이보호,1,0,,0,,032-560-4584,37.5104796,126.66861,2024-01-22
